id,title,print_issn,e_issn,normalized_print,normalized_e,source_id,scopus_title,scopus_publisher,scopus_issn,scopus_eissn
b69a4734-632a-4b87-bc2c-a9e555d1bfe1,HYPATIA-A JOURNAL OF FEMINIST PHILOSOPHY,0887-5367,1527-2001,08875367,15272001,23699,Hypatia,Cambridge University Press,08875367,15272001
b7b7bad1-d986-4f7c-bcb1-25f276709d38,INTERNATIONAL JOURNAL OF HERITAGE STUDIES,1352-7258,1470-3610,13527258,14703610,5700154545,International Journal of Heritage Studies,Taylor and Francis Ltd.,13527258,14703610
b7c8b464-5ea9-4d74-8318-8dc76f24553b,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,0340-0131,1432-1246,03400131,14321246,29224,International Archives of Occupational and Environmental Health,Springer Science and Business Media Deutschland GmbH,03400131,14321246
69243af6-39ae-4d32-bfad-1b1057559667,SOCIAL & LEGAL STUDIES,0964-6639,1461-7390,09646639,14617390,17504,Social and Legal Studies,SAGE Publications Ltd,09646639,14617390
6944e787-2e1b-41aa-a918-1ae850eaadc1,AMERICAN JOURNAL OF HOSPICE & PALLIATIVE MEDICINE,1049-9091,1938-2715,10499091,19382715,27059,American Journal of Hospice and Palliative Medicine,SAGE Publications Inc.,10499091,19382715
6a0ed4ec-a0d4-41b4-9854-841d3ea68646,YOUNG,1103-3088,1741-3222,11033088,17413222,5700164241,Young,SAGE Publications Inc.,11033088,17413222
c6a151f8-8cfe-4723-9be1-6c162966f71f,FOOD ADDITIVES AND CONTAMINANTS PART A-CHEMISTRY ANALYSIS CONTROL EXPOSURE & RISK ASSESSMENT,1944-0049,1944-0057,19440049,19440057,18500157900,Food Additives and Contaminants - Part A,Taylor and Francis Ltd.,19440049,19440057
c7f3be0f-78cc-403c-9436-1328ed31b586,GEOLOGIA CROATICA,1330-030X,1333-4875,1330030X,13334875,26336,Geologia Croatica,Croatian Geological Survey,1330030X,
c8207d99-1421-4e22-85bb-f053539ecf93,GLAND SURGERY,2227-684X,2227-8575,2227684X,22278575,21100787658,Gland Surgery,AME Publishing Company,2227684X,22278575
c850d20f-012a-4cf0-a68b-741b4ebd806e,HEAT TRANSFER ENGINEERING,0145-7632,1521-0537,01457632,15210537,13002,Heat Transfer Engineering,Taylor and Francis Ltd.,01457632,15210537
c57952a0-efdf-48e0-a8ba-9323d7e15d1e,IMMUNOLOGIC RESEARCH,0257-277X,1559-0755,0257277X,15590755,20808,Immunologic Research,Springer,0257277X,15590755
c5cc34f3-e130-404b-b73d-55cd3c8488c6,IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,0019-042X,1613-4141,0019042X,16134141,800147112,IRAL - International Review of Applied Linguistics in Language Teaching,Walter de Gruyter GmbH & Co. KG,0019042X,16134141
701b2fab-b15f-4e04-aac4-e2f7100ca2f9,WISCONSIN LAW REVIEW,0043-650X,1943-1120,0043650X,19431120,22771,Wisconsin Law Review,University of Wisconsin Law School,0043650X,
70adb8b7-b5a4-4d36-989e-1c43f8c2009f,SIMULATION IN HEALTHCARE-JOURNAL OF THE SOCIETY FOR SIMULATION IN HEALTHCARE,1559-2332,1559-713X,15592332,1559713X,7100153125,Simulation in Healthcare,Lippincott Williams and Wilkins,15592332,1559713X
7190decf-26a2-4703-900d-36309bba25ee,SEMINARS IN SPEECH AND LANGUAGE,0734-0478,1098-9056,07340478,10989056,14367,Seminars in Speech and Language,"Thieme Medical Publishers, Inc.",07340478,10989056
73ee7f0e-69bc-4e2a-af4d-7e246c05523a,WATER AIR AND SOIL POLLUTION,0049-6979,1573-2932,00496979,15732932,24554,"Water, Air, and Soil Pollution",Springer Nature,00496979,15732932
746cea50-cbd5-42f7-a68d-62aef33fe229,WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY,1562-2975,1814-1412,15622975,18141412,94948,World Journal of Biological Psychiatry,Taylor and Francis Ltd.,15622975,18141412
75025c6b-ed58-4388-b3a9-824819186dd9,SOCIOLOGICAL INQUIRY,0038-0245,1475-682X,00380245,1475682X,18086,Sociological Inquiry,Wiley-Blackwell Publishing Ltd,00380245,1475682X
76ed8a77-176d-424e-82b6-b8d65f7f9fb9,X-RAY SPECTROMETRY,0049-8246,1097-4539,00498246,10974539,24571,X-Ray Spectrometry,John Wiley and Sons Ltd,00498246,10974539
77b9a786-3ca2-4b60-9f7c-7dd3676bc057,AMERICAN JOURNAL OF FAMILY THERAPY,0192-6187,1521-0383,01926187,15210383,145613,American Journal of Family Therapy,Routledge,01926187,15210383
d67f9d52-1f5c-42cf-8c33-4d4250e52d47,HERPETOZOA,1013-4425,1013-4425,10134425,10134425,21100978582,Herpetozoa,Pensoft Publishers,10134425,2682955X
d57c59c9-447f-425b-9e30-85421058b892,INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED,0020-1383,1879-0267,00201383,18790267,29801,Injury,Elsevier Ltd,00201383,18790267
d5a8137e-d9ad-488d-9ad3-5994b42f3f73,IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,1063-8210,1557-9999,10638210,15579999,12300,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,Institute of Electrical and Electronics Engineers Inc.,10638210,15579999
7c112d17-9705-46e1-a9be-12a6990cadb5,AGING MALE,1368-5538,1473-0790,13685538,14730790,25728,Aging Male,Taylor and Francis Ltd.,13685538,14730790
7c30d813-4196-4b55-b478-e8c34e226b52,TRANSPORTATION LETTERS-THE INTERNATIONAL JOURNAL OF TRANSPORTATION RESEARCH,1942-7867,1942-7875,19427867,19427875,21100255479,Transportation Letters,Maney Publishing,19427867,19427875
7c5f2eeb-d319-43f0-8b4a-c081a05071b3,THERAPEUTIC ADVANCES IN DRUG SAFETY,2042-0986,2042-0994,20420986,20420994,21100199817,Therapeutic Advances in Drug Safety,SAGE Publications Ltd,20420986,20420994
7ca8e86f-79e6-4878-a4b3-dcbd6c9a29d5,ALLERGOLOGIA ET IMMUNOPATHOLOGIA,0301-0546,1578-1267,03010546,15781267,20179,Allergologia et Immunopathologia,Codon Publications,03010546,15781267
7d27c3ff-4d73-44ef-ad1d-54e03d339182,SEXUALITIES,1363-4607,1461-7382,13634607,14617382,145733,Sexualities,SAGE Publications Ltd,13634607,14617382
7f2495a5-5ed4-4974-9b40-22897453e8b0,ACTA HISTOCHEMICA,0065-1281,1618-0372,00651281,16180372,16756,Acta Histochemica,Elsevier GmbH,00651281,16180372
7f3c7756-ad19-48dd-a44e-ec5a02dcae63,WEED BIOLOGY AND MANAGEMENT,1444-6162,1445-6664,14446162,14456664,73153,Weed Biology and Management,Wiley-Blackwell Publishing Ltd,14446162,14456664
7fcebfd2-8091-4fb4-9efd-f928300291b5,SURGICAL INNOVATION,1553-3506,1553-3514,15533506,15533514,130120,Surgical Innovation,SAGE Publications Inc.,15533506,15533514
829f1d27-e570-47e7-b3af-ba442811e927,ADVANCES IN CONDENSED MATTER PHYSICS,1687-8108,1687-8124,16878108,16878124,18300156712,Advances in Condensed Matter Physics,John Wiley and Sons Ltd,16878108,16878124
84254b71-65ec-4cd0-a6de-12a6ff291d94,VOX SANGUINIS,0042-9007,1423-0410,00429007,14230410,21380,Vox Sanguinis,Wiley-Blackwell Publishing Ltd,00429007,14230410
8357fa31-08b0-4eb7-ad6b-807d2fa2bcda,ANATOMIA HISTOLOGIA EMBRYOLOGIA,0340-2096,1439-0264,03402096,14390264,17124,Journal of Veterinary Medicine Series C: Anatomia Histologia Embryologia,Wiley-Blackwell Publishing Ltd,03402096,14390264
e129b2d8-ed45-4bc9-be11-4e7804d7ffb9,INTERNATIONAL JOURNAL OF THERMOPHYSICS,0195-928X,1572-9567,0195928X,15729567,13762,International Journal of Thermophysics,Springer,0195928X,15729567
e19088a8-ad99-48ba-a86b-5a02694e3d95,IMMUNOGENETICS,0093-7711,1432-1211,00937711,14321211,22271,Immunogenetics,Springer Science and Business Media Deutschland GmbH,00937711,14321211
e2b22971-b0e3-4808-bbef-6e999090883e,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,1525-4135,1077-9450,15254135,10779450,15300154823,Journal of Acquired Immune Deficiency Syndromes (1999),Wolters Kluwer Health,15254135,19447884
e4dbfda0-4232-4c13-8021-d0bbaa1027ec,IOWA LAW REVIEW,0021-0552,NA,00210552,no data,15685,Iowa Law Review,University of Iowa,00210552,
e519a3a8-a0ca-43ec-bb3d-f8cd82706cc3,INDIAN JOURNAL OF PHARMACOLOGY,0253-7613,1998-3751,02537613,19983751,22393,Indian Journal of Pharmacology,Wolters Kluwer Medknow Publications,02537613,19983751
87747512-97db-406e-babe-a86318b53b4b,SOFTWARE QUALITY JOURNAL,0963-9314,1573-1367,09639314,15731367,20013,Software Quality Journal,Springer New York,09639314,15731367
8780eeb3-07db-4ca8-a049-de908b67921f,TURKISH JOURNAL OF MATHEMATICS,1300-0098,1303-6149,13000098,13036149,27428,Turkish Journal of Mathematics,TUBITAK,13000098,13036149
87e1aee9-3894-49be-a7cf-808a60471023,ACM TRANSACTIONS ON MODELING AND COMPUTER SIMULATION,1049-3301,1558-1195,10493301,15581195,23054,ACM Transactions on Modeling and Computer Simulation,Association for Computing Machinery,10493301,15581195
88512ff9-44f5-47f9-a7b6-6fa808574810,SMALL-SCALE FORESTRY,1873-7617,1873-7854,18737617,18737854,11300153312,Small-scale Forestry,Springer Science and Business Media B.V.,18737617,18737854
88c853d2-84ad-4407-a9b2-069415b644e4,WOOD RESEARCH,1336-4561,NA,13364561,no data,110180,Wood Research,Pulp and Paper Research Institute,13364561,
89d584c5-1063-42d6-af4f-906da40eb310,ACTA ANAESTHESIOLOGICA SCANDINAVICA,0001-5172,1399-6576,00015172,13996576,21397,Acta Anaesthesiologica Scandinavica,Blackwell Munksgaard,00015172,13996576
8b87fff6-de6b-465e-8dc5-b9c2d89163b7,STATISTICA NEERLANDICA,0039-0402,1467-9574,00390402,14679574,14188,Statistica Neerlandica,Wiley-Blackwell Publishing Ltd,00390402,14679574
8e4293a1-371b-4c67-b18a-5d8dd85d6877,VETERINARY OPHTHALMOLOGY,1463-5216,1463-5224,14635216,14635224,19536,Veterinary Ophthalmology,John Wiley and Sons Inc,14635216,14635224
f172f653-c60e-4c51-aae7-44efc9927a01,GEORGIAN MATHEMATICAL JOURNAL,1072-947X,1572-9176,1072947X,15729176,6100152706,Georgian Mathematical Journal,Walter de Gruyter GmbH,1072947X,15729176
f1dec4cd-74df-4116-aca2-6899e6375520,GEOCARTO INTERNATIONAL,1010-6049,1752-0762,10106049,17520762,28216,Geocarto International,Taylor and Francis Ltd.,10106049,17520762
f27b52e7-c335-46ff-8090-e56145c519a9,ERGONOMICS,0014-0139,1366-5847,00140139,13665847,29178,Ergonomics,Taylor and Francis Ltd.,00140139,13665847
f32bbb70-00bc-48d0-9889-4e7c84bab9e0,EXTREMOPHILES,1431-0651,1433-4909,14310651,14334909,15610,Extremophiles,Springer,14310651,14334909
f20d88bd-e967-44d0-a514-9b93d1e70ba4,INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,1027-3719,1815-7920,10273719,18157920,18502,International Journal of Tuberculosis and Lung Disease,International Union Against Tuberculosis and Lung Disease,10273719,18157920
f2cb8847-faee-41d9-8cb2-02b0ec10cf1a,INTERNATIONAL DENTAL JOURNAL,0020-6539,1875-595X,00206539,1875595X,25609,International Dental Journal,Elsevier Inc.,00206539,1875595X
f44210b1-5873-48a3-b7b0-fab7fac67ce7,IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES,0265-5012,1759-5436,02655012,17595436,14746,IDS Bulletin,Institute of Development Studies,02655012,17595436
12ff0427-a56a-4315-b846-1d03084f0c92,JOURNAL OF MOLECULAR NEUROSCIENCE,0895-8696,1559-1166,08958696,15591166,16732,Journal of Molecular Neuroscience,Springer,08958696,15591166
139136ac-444c-488e-b1ae-fbbe8a1e0bf7,JOURNAL OF WOUND OSTOMY AND CONTINENCE NURSING,1071-5754,1528-3976,10715754,15283976,21743,"Journal of Wound, Ostomy and Continence Nursing",Lippincott Williams and Wilkins,10715754,15283976
8e5fffee-5d53-477e-a2d8-c7bc8d6d83aa,VETERINARIA ITALIANA,0505-401X,1828-1427,0505401X,18281427,83385,Veterinaria Italiana,Istituto Zooprofilattico dell'Abruzzo e del Molise,0505401X,18281427
8e60dc4f-888d-4a87-babc-f4cf7bd4ee85,ACM TRANSACTIONS ON ARCHITECTURE AND CODE OPTIMIZATION,1544-3566,1544-3973,15443566,15443973,12100154406,ACM Transactions on Architecture and Code Optimization,Association for Computing Machinery,15443566,15443973
8e69f78c-3be9-40cc-9796-429dd15b8668,SEMINARS IN THORACIC AND CARDIOVASCULAR SURGERY,1043-0679,1532-9488,10430679,15329488,22284,Seminars in Thoracic and Cardiovascular Surgery,W.B. Saunders,10430679,15329488
91d9a0c9-c8f8-4472-ac4e-104478559b54,SOCIOLOGICAL RESEARCH ONLINE,1360-7804,1360-7804,13607804,13607804,145212,Sociological Research Online,SAGE Publications Ltd,,13607804
972fc9b4-6d23-440d-a651-888a75f503df,ACTA ORTOPEDICA BRASILEIRA,1413-7852,1809-4406,14137852,18094406,4500151524,Acta Ortopedica Brasileira,Sociedade Brasileira de Ortopedia e Traumatologia,14137852,
a51107d4-f6a7-45ae-b0fd-0bc056f0d8f2,SEXUAL MEDICINE,NA,2050-1161,no data,20501161,21100434606,Sexual Medicine,Oxford University Press,,20501161
45275689-5b79-4a2d-9b35-4b356429d80c,JOURNAL OF HAND THERAPY,0894-1130,1545-004X,08941130,1545004X,16800,Journal of Hand Therapy,Hanley and Belfus Inc.,08941130,1545004X
466bf961-7965-4598-85f4-328d78cb6308,JOURNAL OF THE AMERICAN ANIMAL HOSPITAL ASSOCIATION,0587-2871,1547-3317,05872871,15473317,17102,Journal of the American Animal Hospital Association,American Animal Hospital Association,05872871,15473317
aa1150a0-d377-4d4a-a752-9d71224bbfc9,ADANSONIA,1280-8571,1639-4798,12808571,16394798,19808,Adansonia,Museum National d'Histoire Naturelle,12808571,
aa650572-5e1f-421f-92b7-0a59557db572,ZOO BIOLOGY,0733-3188,1098-2361,07333188,10982361,24522,Zoo Biology,John Wiley and Sons Inc,07333188,10982361
aa884693-ffba-4114-a089-7d7e58e44ff2,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,0035-9203,1878-3503,00359203,18783503,23046,Transactions of the Royal Society of Tropical Medicine and Hygiene,Oxford University Press,00359203,18783503
b506f58a-8a64-49b0-a2ec-c5a3274ad966,ZOOLOGICA SCRIPTA,0300-3256,1463-6409,03003256,14636409,24546,Zoologica Scripta,Wiley-Blackwell Publishing Ltd,03003256,14636409
5aa728f4-767f-4b4b-bf66-afb8bb2b9926,JOURNAL OF COMPETITION LAW & ECONOMICS,1744-6414,1744-6422,17446414,17446422,100147033,Journal of Competition Law and Economics,Oxford University Press,17446414,17446422
5b299e4c-ff33-461b-8a2c-fb8c357cc087,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,0167-2681,1879-1751,01672681,18791751,23865,Journal of Economic Behavior and Organization,Elsevier B.V.,01672681,
5aaae1d7-9ee0-4471-8568-1ba1d7e2d0d1,JOURNAL OF PERSONALITY DISORDERS,0885-579X,1943-2763,0885579X,19432763,30045,Journal of Personality Disorders,Guilford Publications,0885579X,19432763
5b2c796d-c59a-43e3-9eb1-267d2e646ca4,JOURNAL OF RESEARCH ON EDUCATIONAL EFFECTIVENESS,1934-5747,1934-5739,19345747,19345739,19700187625,Journal of Research on Educational Effectiveness,Routledge,19345747,19345739
b87c19a1-adab-42f2-a1a3-c74043ebc4e7,SPORTS BIOMECHANICS,1476-3141,1752-6116,14763141,17526116,21076,Sports Biomechanics,Routledge,14763141,17526116
b8a696b5-a795-4493-a8cb-3200825a1106,ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS,NA,2053-230X,no data,2053230X,21100326880,Acta Crystallographica Section F: Structural Biology Communications,International Union of Crystallography,,2053230X
b8a9a7c5-2642-42b2-81a0-42694e490417,WORLD NEUROSURGERY,1878-8750,1878-8769,18788750,18788769,19700171401,World Neurosurgery,Elsevier Inc.,18788750,18788769
b8ef3c94-9be0-4a58-a001-9a512f414951,ACOUSTICAL PHYSICS,1063-7710,1562-6865,10637710,15626865,12922,Acoustical Physics,Pleiades Publishing,10637710,15626865
b9e00663-484e-47a2-ac6b-40a1a7fecaa4,STUDIES IN CONFLICT & TERRORISM,1057-610X,1521-0731,1057610X,15210731,200147101,Studies in Conflict and Terrorism,Routledge,1057610X,15210731
b9f8bd20-4cd7-4345-a635-65ad0f670c4b,AFRICAN INVERTEBRATES,1681-5556,2305-2562,16815556,23052562,19200157114,African Invertebrates,Pensoft Publishers,16815556,23052562
bbd72dcd-b380-485a-b272-858f8c412140,SWISS POLITICAL SCIENCE REVIEW,1424-7755,1662-6370,14247755,16626370,5700163398,Swiss Political Science Review,Wiley-Blackwell,14247755,16626370
bdd9945b-bd43-45dc-976b-b8e5b91bcffd,SPECTROSCOPY LETTERS,0038-7010,1532-2289,00387010,15322289,12899,Spectroscopy Letters,Taylor and Francis Ltd.,00387010,15322289
bddda52f-336d-49aa-9aec-758372c09e47,AIP ADVANCES,NA,2158-3226,no data,21583226,19900193962,AIP Advances,American Institute of Physics,,21583226
be75e0cd-cd26-4cd4-897f-f8797f336180,TOPOLOGICAL METHODS IN NONLINEAR ANALYSIS,1230-3429,1230-3429,12303429,12303429,19700177501,Topological Methods in Nonlinear Analysis,Juliusz Schauder Center for Nonlinear Analysis,12303429,
6cac27ac-d50b-47fe-918a-48f4f77cf0b6,JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,0368-2048,1873-2526,03682048,18732526,12157,Journal of Electron Spectroscopy and Related Phenomena,Elsevier B.V.,03682048,
6d58f418-cb3d-4ac4-b9b3-b4d78b0c0ae2,JOURNAL OF CLINICAL DENSITOMETRY,1094-6950,1559-0747,10946950,15590747,15856,Journal of Clinical Densitometry,Elsevier Inc.,10946950,15590747
6cfc85e5-9aa0-4cdb-b942-0f470a16c9a5,LATIN AMERICAN ANTIQUITY,1045-6635,2325-5080,10456635,23255080,82226,Latin American Antiquity,Cambridge University Press,10456635,23255080
6d6d843f-c4cc-43fd-a07d-ca1a6e65470f,JOURNAL OF IMMIGRANT & REFUGEE STUDIES,1556-2948,1556-2956,15562948,15562956,10100153322,Journal of Immigrant and Refugee Studies,Routledge,15562948,15562956
c1ae19cc-0fcb-4f5a-b482-d0cf598dd976,SCANDINAVIAN JOURNAL OF PSYCHOLOGY,0036-5564,1467-9450,00365564,14679450,14775,Scandinavian Journal of Psychology,John Wiley and Sons Inc,00365564,14679450
c21d48ce-0ff0-418c-9820-b0e856caa2f4,ACTA CARDIOLOGICA,0001-5385,1784-973X,00015385,1784973X,21977,Acta Cardiologica,Taylor and Francis Ltd.,00015385,03737934
c325dad8-a5b6-447f-8d73-21383077f948,ACTA CHIRURGICA BELGICA,0001-5458,0001-5458,00015458,00015458,20400,Acta Chirurgica Belgica,Taylor and Francis Ltd.,00015458,25770160
c37a6f7a-0cd9-4dfd-8d6e-9f3d1b6d981c,SOLID STATE IONICS,0167-2738,1872-7689,01672738,18727689,29887,Solid State Ionics,Elsevier B.V.,01672738,
c3e9adec-567a-4b17-8d9b-2f47e92ba1a8,AMERICAN BUSINESS LAW JOURNAL,0002-7766,1744-1714,00027766,17441714,24681,American Business Law Journal,John Wiley and Sons Inc,00027766,17441714
c3f883bc-247b-4bdc-b0c0-2692a57ac710,AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,0277-3732,1537-453X,02773732,1537453X,28705,American Journal of Clinical Oncology: Cancer Clinical Trials,Lippincott Williams and Wilkins,02773732,1537453X
c9ea34cc-bb76-4500-a220-565284f3a000,ADVANCES IN ASTRONOMY,1687-7969,1687-7977,16877969,16877977,19700182336,Advances in Astronomy,John Wiley and Sons Ltd,16877969,16877977
cc1b74ce-d7c2-465f-8ccc-d293483dbd43,WEED RESEARCH,0043-1737,1365-3180,00431737,13653180,94353,Weed Research,Wiley-Blackwell Publishing Ltd,00431737,13653180
c56fbe02-b477-4267-b5bb-de3c30582955,ANNALS OF HUMAN GENETICS,0003-4800,1469-1809,00034800,14691809,21703,Annals of Human Genetics,Wiley-Blackwell Publishing Ltd,00034800,14691809
7ec5eb9c-dcc5-4aaa-98bc-f838ae5b3ce7,JOURNAL OF DIFFERENCE EQUATIONS AND APPLICATIONS,1023-6198,1563-5120,10236198,15635120,23872,Journal of Difference Equations and Applications,Taylor and Francis Ltd.,10236198,15635120
7d1f93ff-4c75-46e4-aa9b-2edf6cd74227,JOURNAL OF MATHEMATICAL PHYSICS ANALYSIS GEOMETRY,1812-9471,1817-5805,18129471,18175805,21100255536,"Journal of Mathematical Physics, Analysis, Geometry",B.Verkin Institute for Low Temperature Physics and Engineering of the NAS of Ukraine,18129471,18175805
7d293fd7-7a61-4b18-b3a7-0a656c8ccf2f,LANDSCAPE AND ECOLOGICAL ENGINEERING,1860-1871,1860-188X,18601871,1860188X,4700152496,Landscape and Ecological Engineering,Springer,18601871,1860188X
7e1780d7-f709-4da6-a03b-e3c03eadd3a2,JOURNAL OF SOCIAL PSYCHOLOGY,0022-4545,1940-1183,00224545,19401183,30090,Journal of Social Psychology,Routledge,00224545,19401183
818ef2bb-92dd-4578-8ed5-66cefd3eed28,JOURNAL OF IMMUNOTOXICOLOGY,1547-691X,1547-6901,1547691X,15476901,11000153762,Journal of Immunotoxicology,Taylor and Francis Ltd.,1547691X,15476901
ceed6aad-a4f8-4a36-b697-89b1ae01d2c8,SYNTAX-A JOURNAL OF THEORETICAL EXPERIMENTAL AND INTERDISCIPLINARY RESEARCH,1368-0005,1467-9612,13680005,14679612,100147346,Syntax,John Wiley and Sons Inc,13680005,14679612
ceee0466-cb2d-442a-b130-35f3cc8847f5,ACTA ENDOCRINOLOGICA-BUCHAREST,1841-0987,1843-066X,18410987,1843066X,5100155028,Acta Endocrinologica,Acta Endocrinologica Foundation,18410987,1843066X
cf0268be-c0ef-4cd0-b949-3042b6514d82,UROLOGY,0090-4295,1527-9995,00904295,15279995,20558,Urology,Elsevier Inc.,00904295,15279995
d0a921ae-9ac1-4c33-a1e5-f676f894f9f2,STUDIES IN INFORMATICS AND CONTROL,1220-1766,NA,12201766,no data,19900191737,Studies in Informatics and Control,National Institute for R and D in Informatics,12201766,1841429X
d0a99065-527a-4bc2-87d7-9545bf1c14ea,ALGORITHMICA,0178-4617,1432-0541,01784617,14320541,23087,Algorithmica,Springer New York,01784617,14320541
d1072587-80f7-4b85-9159-be3bd4430019,SOCIETY & ANIMALS,1063-1119,1568-5306,10631119,15685306,36020,Society and Animals,Brill Academic Publishers,10631119,15685306
d185ef77-2ca0-4d36-9de3-67259bdccad4,SILICON,1876-990X,1876-9918,1876990X,18769918,19400158637,Silicon,Springer Netherlands,1876990X,18769918
d2ad22ff-05cc-4e5d-92ce-8412dc40c7ef,VETERINARY RADIOLOGY & ULTRASOUND,1058-8183,1740-8261,10588183,17408261,19551,Veterinary Radiology and Ultrasound,Wiley-Blackwell Publishing Ltd,10588183,17408261
ce5f698f-6bd2-4825-8822-c43964e7b000,ANNALS OF NONINVASIVE ELECTROCARDIOLOGY,1082-720X,1542-474X,1082720X,1542474X,22445,Annals of Noninvasive Electrocardiology,Wiley-Blackwell Publishing Ltd,1082720X,1542474X
cf1a36d0-7451-4792-8d47-3c459f360e7c,ANNALI ITALIANI DI CHIRURGIA,0003-469X,2239-253X,0003469X,2239253X,20482,Annali Italiani di Chirurgia,Edizioni Luigi Pozzi,0003469X,2239253X
94ad02fa-9b6d-4ce2-aa31-6324f24daaff,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,1940-087X,NA,1940087X,no data,19900191993,Journal of Visualized Experiments,MyJoVE Corporation,1940087X,
9577d4c8-3d2e-40c7-83a1-d28f70762ad5,JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE,1078-4659,1550-5022,10784659,15505022,21905,Journal of Public Health Management and Practice,Lippincott Williams and Wilkins,10784659,15505022
96b2cf19-7dc1-4632-b192-7405f43a1d6b,JOURNAL OF SEMANTICS,0167-5133,1477-4593,01675133,14774593,145544,Journal of Semantics,Oxford University Press,01675133,14774593
d5827874-37a2-452c-9bf1-467103ef46bb,TOPIA-CANADIAN JOURNAL OF CULTURAL STUDIES,1206-0143,1916-0194,12060143,19160194,21101169884,TOPIA,University of Toronto Press,12060143,19160194
d5e4dd61-f747-411a-bc68-66bac38af681,ACTA BIOCHIMICA POLONICA,0001-527X,1734-154X,0001527X,1734154X,16753,Acta Biochimica Polonica,Frontiers Media SA,0001527X,1734154X
d6107ca8-ef83-4bba-a3e4-c0c2619cea87,SOUTH AFRICAN JOURNAL OF SCIENCE,0038-2353,1996-7489,00382353,19967489,24880,South African Journal of Science,Academy of Science of South Africa,00382353,19967489
d6258092-1b65-406f-9c40-90084a0f70aa,SCHOOL PSYCHOLOGY INTERNATIONAL,0143-0343,1461-7374,01430343,14617374,23164,School Psychology International,SAGE Publications Ltd,01430343,14617374
d6bdccab-ce7e-4602-a3b4-0677ada6c71d,SOCIOLOGICAL FORUM,0884-8971,1573-7861,08848971,15737861,18084,Sociological Forum,Wiley-Blackwell,08848971,15737861
d8094143-9cda-4c98-acc9-65bc4d767239,TOXIN REVIEWS,1556-9543,1556-9551,15569543,15569551,130089,Toxin Reviews,Taylor and Francis Ltd.,15569543,15569551
d9179096-7d54-45f1-97e9-5c6bb5744283,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,0361-5995,1435-0661,03615995,14350661,37206,Soil Science Society of America Journal,Soil Science Society of America,03615995,14350661
a289c6b1-b669-467a-b93d-1784f58fa343,JOURNAL OF CONSCIOUSNESS STUDIES,1355-8250,NA,13558250,no data,15435,Journal of Consciousness Studies,Imprint Academic,13558250,20512201
a1ffb808-cb91-4bbe-be9f-b7dbb7272a5a,LANDBAUFORSCHUNG-JOURNAL OF SUSTAINABLE AND ORGANIC AGRICULTURAL SYSTEMS,0458-6859,2700-8711,04586859,27008711,73382,Landbauforschung,Julius Kuhn-Institut Federal Research Center for Cultivated Plants,21943605,27008711
a40b6510-0b1a-40da-b9e5-f5550035439e,JOURNAL OF MINING AND METALLURGY SECTION B-METALLURGY,1450-5339,2217-7175,14505339,22177175,8000153127,"Journal of Mining and Metallurgy, Section B: Metallurgy",Technical Faculty in Bor,14505339,
e0b0a078-1d59-4138-8558-6c261d8d3464,SERIES-JOURNAL OF THE SPANISH ECONOMIC ASSOCIATION,1869-4187,1869-4195,18694187,18694195,19500157825,SERIEs,Springer Verlag,18694187,18694195
e0e32798-d9c6-4b44-9ef9-db56e6586352,SYSTEMS & CONTROL LETTERS,0167-6911,1872-7956,01676911,18727956,25563,Systems and Control Letters,Elsevier B.V.,01676911,
e1fcecd8-3a7f-4111-9c4f-f614eb651303,ALEA-LATIN AMERICAN JOURNAL OF PROBABILITY AND MATHEMATICAL STATISTICS,1980-0436,NA,19800436,no data,21100231200,Alea,Instituto Nacional de Matematica Pura e Aplicada,19800436,
e26bcfd0-046e-4375-8515-5e828e1b4a63,WATER,NA,2073-4441,no data,20734441,21100255400,Water (Switzerland),Multidisciplinary Digital Publishing Institute (MDPI),,20734441
e45155cf-8a53-43c1-b333-dbbb7c5921af,ANNALS OF INDIAN ACADEMY OF NEUROLOGY,0972-2327,1998-3549,09722327,19983549,4700152407,Annals of Indian Academy of Neurology,Wolters Kluwer Medknow Publications,09722327,19983549
